Incident_Address,fines,missed_count,total_requests
"564 Huntington Pkwy, Nashville, TN 37211, United States",0,1,1
"564 Michele Dr, Nashville, TN 37013, United States",200,2,2
"564 Rural Hill Rd, Nashville, TN 37217, United States",0,1,1
"5643 Clovermeade Dr, Brentwood, TN 37027, United States",0,1,1
"565 Elysian Fields Rd, Nashville, TN 37211, United States",0,1,1
"565 Michele Dr, Nashville, TN 37013, United States",0,1,1
5656 CLOVERLAND DR,0,1,1
"5656 Clovermeade Dr, Brentwood, TN 37027, United States",0,1,1
5657 oakes dr,0,1,1
"5660 Deer Valley Trail, Nashville, TN 37013, United States",0,1,1
"5661 DEER VALLEY TRL, 37013",0,1,1
"567 Huntington Pkwy, Nashville, TN 37211, United States",400,3,3
"567 Old Hickory Blvd, Nashville, TN 37209, United States",400,3,3
567 Stevenson St,0,1,1
"567 Watsonwood Dr, Nashville, TN 37211, United States",0,1,1
"568 BROOK VIEW ESTATES DR, 37013",0,1,1
"568 Harpeth Trace Dr, Nashville, TN 37221, United States",0,1,1
"568 Rural Hill Rd, Nashville, TN 37217, United States",0,1,1
"568 Stevenson St, Nashville, Tennessee, 37209",0,1,1
"5699 Deer Valley Trail, Nashville, TN 37013, United States",200,2,2
"57 Benzing Rd, Nashville, TN 37013, United States",0,1,1
"570 Green Ln, Nashville, TN 37207, United States",200,2,2
"570 Old Hickory Blvd, Nashville, TN 37209, United States",200,2,8
5700 CLOVERLAND PARK PL,0,1,1
"5700 Cloverland Dr, Brentwood, TN 37027, United States",0,1,1
5703 vine ridge dr,800,5,2
5704 CLOVERLAND PARK PL,0,1,1
"5704 Robertson Ave, Nashville, TN 37209, United States",0,1,1
5704 Shetland Ct,0,1,1
"5705 Ashmont Dr, Nashville, TN 37211, United States",0,1,1
5706 Tennessee Ave,200,2,2
5707 Maudina Ave,0,1,4
"5707 Robertson Ave, Nashville, TN 37209, United States",0,1,1
"5708 Stoneway Trail, Nashville, TN 37209, United States",0,1,1
571 HUNTINGTON PKWY,0,1,1
"5710 Cloverhill Dr, Brentwood, TN 37027, United States",200,2,2
"5713 Maudina Ave, Nashville, TN 37209, United States",0,1,1
"5715 Cloverhill Dr, Brentwood, TN 37027, United States",0,1,1
"572 Annex Ct, Nashville, TN 37209, United States",0,1,1
572 Harpeth Trace Dr,0,1,1
"572 Joyce Ln, Nashville, TN 37216, United States",0,1,1
"572 Michele Dr, Nashville, TN 37013, United States",0,1,1
5727 mt view rd,400,3,3
5728 spring house way,0,1,1
"5729 Sonoma Trace, Nashville, TN 37013, United States",0,1,1
5734 Hickory Plz,0,1,1
5737 brentwood meadows cir,0,1,1
"574 Holt Valley Rd, Nashville, TN 37221, United States",0,1,1
"5753 Maudina Ave, Nashville, TN 37209, United States",0,1,1
"5757 Murphywood Crosing, Nashville, TN 37013, United States",0,1,1
"576 BROOK VIEW ESTATES DR, 37013",0,1,1
"576 Whispering Hills Dr, Nashville, TN 37211, United States",0,1,1
"5761 Maudina Ave, Nashville, TN 37209, United States",0,1,1
"578 Huntington Pkwy, Nashville, TN 37211, United States",0,1,1
"579 Huntington Pkwy, Nashville, TN 37211, United States",0,1,1
58 Lindsley Ave,0,1,1
"58 Wyn Oak, Nashville, TN 37205, United States",0,1,1
"580 Huntington Pkwy, Nashville, TN 37211, United States",0,1,1
580 castlegate dr,0,1,1
5801 tru long ct,0,1,1
"5802 Carl Pl, Nashville, TN 37209, United States",0,1,1
"5806 Couch Dr, Nashville, TN 37209, United States",0,1,1
"5808 Carl Pl, Nashville, TN 37209, United States",0,1,1
5809 MORROW RD,0,1,1
581 Mill Station Dr,200,2,2
"5811 MORROW RD, 37209",0,1,1
"5811 Morrow Rd, Nashville, TN 37209, United States",0,1,1
"5813 Morrow Rd, Nashville, TN 37209, United States",0,1,1
"5815 Carl Pl, Nashville, TN 37209, United States",0,1,1
5816 murphywood xing,0,1,1
5817 Sterling Oaks Dr,0,1,1
"582 Huntington Pkwy, Nashville, TN 37211, United States",0,1,1
582 Valleywood Dr,0,1,1
5820 NOLENSVILLE PIKE,0,1,1
"5821 Couch Dr, Nashville, TN 37209, United States",0,1,1
"5822 Robertson Ave, Nashville, TN 37209, United States",0,1,1
"5825 Old Harding Pike, Nashville, TN 37205, United States",0,1,1
"583 Annex Ct, Nashville, TN 37209, United States",400,3,2
"583 Annex Ct, Nashville, Tennessee, 37209",200,2,2
"583 Huntington Pkwy, Nashville, TN 37211, United States",0,1,1
"583 Valleywood Dr, Nashville, TN 37211, United States",0,1,1
583 bell rd,0,1,1
"5835 Woodland Hills Dr, Nashville, TN 37211, United States",0,1,1
584 Whispering Hills Dr,200,2,2
"586 Hill Creek Dr, Nashville, TN 37211, United States",200,2,2
586 brewer dr,0,1,1
"5880 Edmondson Pike, Nashville, TN 37211, United States",200,2,1
"589 Watsonwood Dr, Nashville, TN 37211, United States",0,1,1
589 judd dr,0,1,1
"5890 Edmondson Pike, Nashville, TN 37211, United States",600,4,1
590 lockwood dr B,0,1,1
"5900 California Ave, Nashville, TN 37209, United States",0,1,1
5900 California ave,200,2,2
5900 Cloverland Dr,200,2,2
"5905 Robertson Ave, Nashville, TN 37209, United States",0,1,1
"5908 Sedberry Rd, Nashville, TN 37205, United States",200,2,2
"5909 Long Meadow Rd, Nashville, TN 37205, United States",0,1,1
"591 Brewer Dr, Nashville, TN 37211, United States",0,1,1
5910 CLOVERLAND DR,0,1,1
5912 Morrow Rd,0,1,1
5914 Charlotte Pike,0,1,1
"5914 Charlotte Pike, Nashville, TN 37209, United States",0,1,1
5921 LONG MEADOW RD,0,1,1
"5923 Carl Pl, Nashville, TN 37209, United States",0,1,1
"5924 Carl Pl, Nashville, TN 37209, United States",0,1,1
5925 Abbott Dr,0,1,1
5927 CARL PL,0,1,1
5927 Carl Pl,400,3,3
"5927 Carl Pl, Nashville, TN 37209, United States",0,1,4
5927 carl Pl,0,1,1
"593 Hill Creek Dr, Nashville, TN 37211, United States",0,1,1
"593 Roxanne Dr, Nashville, TN 37013, United States",0,1,1
"5933 Woodland Hills Dr, Nashville, TN 37211, United States",200,2,1
"5935 Old Harding Pike, Nashville, TN 37205, United States",0,1,1
5936 woodland hills dr,0,1,1
"594 Anderson Ln, Nashville, TN 37115, United States",0,1,1
"594 HILL CREEK DR, 37211",0,1,1
"594 Huntington Pkwy, Nashville, TN 37211, United States",0,1,1
"5940 Mt View Rd, Nashville, TN 37013, United States",0,1,1
"5941 Abbott Dr, Nashville, TN 37211, United States",0,1,1
"5949 Abbott Dr, Nashville, TN 37211, United States",0,1,1
"595 Huntington Pkwy, Nashville, TN 37211, United States",0,1,1
"5953 Mt View Rd, Antioch, Tennessee, 37013",0,1,1
"5953 Mt View Rd, Nashville, TN 37013, United States",0,1,1
"596 N Dupont Ave, Nashville, TN 37115, United States",0,1,1
"5969 Mt View Rd, Nashville, TN 37013, United States",400,3,3
"598 N Dupont Ave, Madison, Tennessee, 37115",400,3,3
"599 Hill Creek Dr, Nashville, TN 37211, United States",0,1,1
"6 Sharonwood Dr, Nashville, TN 37215, United States",200,2,2
60 Lyle Ln,0,1,1
"60 Lyle Ln, Nashville, TN 37210, United States",0,1,1
600 4th Ave N,200,2,6
"600 4th Ave S, Nashville, TN 37210, United States",200,2,2
"600 Basswood Ave, Nashville, TN 37209, United States",0,1,1
"600 Burgundy Dr, Nashville, TN 37115, United States",0,1,1
"600 Cedarmont Dr, Nashville, TN 37013, United States",0,1,1
600 Rowan Ct,0,1,1
"600 Sue Dr, Nashville, TN 37013, United States",0,1,1
"600 WOODETT DR, 37211",0,1,1
600 green park,0,1,1
"6000 Charlotte Pike, Nashville, TN 37209, United States",0,1,1
"6000 Frontier Ln, Nashville, TN 37211, United States",200,2,2
"6001 Deer Trce, Nashville, TN 37211, United States",200,2,2
"6001 Dunham Springs Rd, Nashville, TN 37205, United States",200,2,1
"6001 Jocelyn Hollow Rd, Nashville, TN 37205, United States",0,1,1
6002 Hickory Valley Rd,0,1,1
6003 Cargile Rd,0,1,1
6003 Obrien Ave B,0,1,1
"6003 Obrien Ave, Nashville, TN 37209, United States",0,1,1
6003 california ave,0,1,1
6003 deal ave,0,1,1
"6004 Charlotte Pike, Nashville, TN 37209, United States",0,1,1
6004 Hawkdale Dr,0,1,1
"6004 Monroe Xing, Antioch, Tennessee, 37013",0,1,1
6005 DEAL AVE,0,1,1
"6005 Elizabethan Dr, Nashville, TN 37205, United States",0,1,1
"6005 Obrien Ave, Nashville, TN 37209, United States",600,4,4
"6005 SEDBERRY RD, 37205",0,1,1
"6005 Stillmeadow Dr, Nashville, TN 37211, United States",0,1,1
6005 obrien ave B,0,1,1
"6006 California Ave, Nashville, TN 37209, United States",0,1,1
"6007 Obrien Ave, Nashville, TN 37209, United States",3400,18,38
6007 obrien ave,0,1,1
6007 obrien ave b,200,2,6
"6008 Lenox Ave, Nashville, TN 37209, United States",0,1,1
6008 Monroe xing,0,1,1
6008 STILLMEADOW DR,0,1,1
"601 9th Ave S, Nashville, TN 37203, United States",0,1,1
"601 Baldwin Ct, Nashville, TN 37207, United States",400,3,3
"601 Betty Lou Dr, Madison, TN 37115, United States",200,2,2
"601 Elysian Fields Rd, Nashville, TN 37211, United States",200,2,2
"601 Glenpark Ct, Nashville, TN 37217, United States",0,1,1
"601 Heritage Dr, Madison, TN 37115, United States",0,1,1
"601 Heritage Dr, Nashville, TN 37115, United States",400,3,3
"601 IDLEWILD AVE, 37115",0,1,1
"601 Idlewild Ave, Nashville, TN 37115, United States",600,4,4
"601 Kendall Dr, Nashville, TN 37209, United States",200,2,2
"601 Main St, Nashville, TN 37206, United States",600,4,4
"601 OLD HICKORY BLVD, 9, 37027",0,1,1
601 Old Hickory Blvd 105,0,1,1
"601 Old Hickory Blvd, Brentwood, TN 37027, United States",400,3,3
"601 Peabody St, Nashville, TN 37203, United States",0,1,1
"601 Ronnie Rd, Nashville, TN 37115, United States",0,1,1
"601 Sue Ct, Nashville, TN 37013, United States",0,1,1
601 Summerwind Cir,0,1,1
"601 Tuckahoe Dr, Nashville, TN 37115, United States",0,1,1
601 VOSSWOOD DR,0,1,1
"601 Woodland St, Nashville, TN 37206, United States",400,3,3
6010 California Ave A,200,2,2
6010 Charlotte Pike,600,4,4
6011 Jocelyn Hollow Rd,200,2,2
"6012 Deer Trce, Nashville, TN 37211, United States",200,2,2
"6013 Frontier Ln, Nashville, TN 37211, United States",0,1,1
"6013 New York Ave, Nashville, TN 37209, United States",0,1,1
6013 charlotte pike,0,1,1
"6014 California Ave, Nashville, TN 37209, United States",0,1,1
6014 morrow rd b,200,2,2
6014 sedberry Rd,0,1,1
6015 California Ave A,0,1,1
"6016 Frontier Ln, Nashville, TN 37211, United States",400,3,3
6017 California Ave A,0,1,1
"6017 FRONTIER LN, 37211",0,1,1
"6017 Gessner Ln, Brentwood, TN 37027, United States",0,1,1
"602 Barbara Dr, Nashville, TN 37115, United States",200,2,2
"602 Basswood Ave, Nashville, TN 37209, United States",200,2,2
"602 Glenpark Dr, Nashville, TN 37217, United States",0,1,1
"602 N Graycroft Ave, Nashville, TN 37115, United States",0,1,1
"602 Tuckahoe Dr, Madison, Tennessee, 37115",0,1,1
"602 Tuckahoe Dr, Nashville, TN 37115, United States",0,1,1
"6024 Frontier Ln, Nashville, TN 37211, United States",0,1,1
"6024 Sedberry Rd, Nashville, TN 37205, United States",0,1,1
"6025 Post Rd, Nashville, TN 37205, United States",0,1,1
"603 8TH AVE S, 37203",0,1,1
603 8th ave s,0,1,1
"603 Dunston Dr, Nashville, TN 37211, United States",0,1,1
"603 Elysian Fields Rd, Nashville, TN 37211, United States",0,1,1
"603 Gailwood Ln, Nashville, TN 37214, United States",0,1,1
"603 HAMBLEN DR, 37115",0,1,1
"603 Hamblen Dr, Madison, TN 37115, United States",0,1,1
"603 Hamblen Dr, Nashville, TN 37115, United States",400,3,3
"603 Harding Pl, Nashville, TN 37211, United States",0,1,1
603 Morrow Rd,200,2,2
"603 Truxton Dr, Nashville, TN 37214, United States",0,1,1
6032 Deal Ave,0,1,1
"6032 Deal Ave, Nashville, TN 37209, United States",0,1,1
"6034 Neighborly Ave, Nashville, TN 37209, United States",0,1,1
6036 Sedberry Rd,0,1,1
"604 Baxter Ln, Nashville, TN 37220, United States",0,1,1
"604 Daisy Ct, Nashville, TN 37013, United States",0,1,1
"604 Forest Pointe Pl, Nashville, TN 37013, United States",400,3,3
"604 Hamblen Dr, Nashville, TN 37115, United States",0,1,1
"604 Hapwood Dr, Nashville, TN 37205, United States",0,1,1
"604 Maple Top Dr, Nashville, TN 37013, United States",0,1,1
"604 Mt Hood Dr, Nashville, TN 37013, United States",0,1,1
"604 Ransom Village Way, Antioch, Tennessee, 37013",0,1,1
"604 Redbird Ct, Madison, TN 37115, USA",0,1,1
"604 Somerset Ct, Nashville, TN 37217, United States",0,1,1
"604 Songwriter Cir, Nashville, TN 37220, United States",0,1,1
"604 Troy Ct, Nashville, TN 37207, United States",200,2,2
"604 Waterford Ct, Antioch, Tennessee, 37013",0,1,1
604 cedar ct,200,2,2
604 croley dr,0,1,1
604 monroe st,0,1,1
604 russell st,0,1,1
"6044 Brentwood Chase Dr, Brentwood, TN 37027, United States",0,1,1
6045 Cargile Rd,0,1,1
"6049 Cargile Rd, Nashville, TN 37205, United States",200,2,2
"605 Andrew Rucker Ln, Nashville, TN 37211, United States",0,1,1
"605 Brook Hollow Rd, Nashville, TN 37205, United States",0,1,1
"605 CREATIVE WAY, 37115",0,1,1
"605 Creative Way, Madison, TN 37115, United States",0,1,1
"605 Creative Way, Madison, Tennessee, 37115",200,2,2
"605 Creative Way, Nashville, TN 37115, United States",200,2,6
"605 Fordomatic Dr, Nashville, Tennessee, 37209",0,1,1
"605 Freedom Ct, Nashville, TN 37209, United States",0,1,1
605 Hays Blackman Loop,0,1,1
605 Jay Ct,0,1,1
"605 Jay Ct, Nashville, TN 37210, United States",0,1,1
605 LANE DR,0,1,1
"605 Lane Dr, Nashville, TN 37207, United States",0,1,1
"605 Mc Carley Ave, Nashville, TN 37115, United States",0,1,1
"605 Piccadilly Row, Nashville, TN 37013, United States",800,5,5
605 Rudolph Ave,0,1,4
"605 Starlit Rd, Nashville, TN 37205, United States",0,1,1
"605 Waterford Ct, Nashville, TN 37013, United States",0,1,1
"605 Wedgewood Ave, Nashville, TN 37203, United States",0,1,1
605 Welshcrest Pl,200,2,2
"605 Welshcrest Pl, Nashville, TN 37013, United States",200,2,2
605 Westboro Dr,0,1,1
605 jasmin dr,0,1,1
605 village trace ct,0,1,1
606 26th ave n,0,1,1
"606 27th Ave N, Nashville, TN 37209, United States",0,1,1
606 Cedarmont Dr,0,1,1
"606 Copperfield Ct, Brentwood, TN 37027, United States",0,1,1
"606 Delaware Ave, Nashville, TN 37115, United States",1000,6,14
606 Freedom Ct,0,1,1
"606 Green Park, Nashville, TN 37215, United States",200,2,2
"606 Hume St, Nashville, TN 37208, United States",0,1,1
"606 Ronnie Rd, Nashville, TN 37115, United States",0,1,1
"606 Tobylynn Cir, Nashville, TN 37211, United States",200,2,2
"606 Watsonwood Dr, Nashville, TN 37211, United States",0,1,1
606 fesslers ln,0,1,1
"607 26th Ave N, Nashville, TN 37209, United States",0,1,1
607 40th Ave N,0,1,1
"607 Center St, Nashville, TN 37115, United States",400,3,3
"607 Estes Rd, Nashville, TN 37215, United States",2800,15,15
"607 Estes Rd, Nashville, Tennessee, 37215",0,1,1
"607 Freedom Ct, Nashville, TN 37209, United States",0,1,1
"607 Green Park, Nashville, TN 37215, United States",0,1,1
607 Lynnbrook Rd,0,1,1
"607 Moore Ave, Nashville, TN 37203, United States",0,1,1
607 garfield st,0,1,1
608 ASH ST,0,1,1
608 Ash St,400,3,3
"608 Ash St, Nashville, TN 37203, United States",0,1,1
608 CLEVELAND ST,200,2,2
"608 Cleveland St, Nashville, TN 37207, United States",400,3,3
608 Eastboro Dr B,0,1,1
"608 Forest Park Ct, Madison, Tennessee, 37115",0,1,1
"608 Forest Pointe Pl, Nashville, TN 37013, United States",0,1,1
"608 Green Park, Nashville, TN 37215, United States",0,1,1
608 Harding Pl,200,2,2
"608 Harding Pl, Nashville, TN 37211, United States",200,2,2
"608 Lake Terrace Dr, Nashville, TN 37217, United States",0,1,1
608 Lamar Dr,0,1,1
"608 Lamar Dr, Nashville, TN 37205, United States",200,2,2
"608 Roxanne Ct, Nashville, TN 37013, United States",0,1,1
608 Skyview Dr C,0,1,1
608 Sue Ct,0,1,1
"608 Sue Dr, Nashville, TN 37013, United States",0,1,1
"608 TROY CT, 37207",0,1,1
"608 Tobylynn Cir, Nashville, TN 37211, United States",0,1,1
608 Troy Ct,200,2,2
608 Tuscarora Ct,0,1,1
608 cedarhill ct,400,3,3
608 green park,200,2,2
608 skyview dr,0,1,1
"609 Anderson Ln, Nashville, TN 37115, United States",0,1,1
"609 Annex Ave, Nashville, TN 37209, United States",0,1,1
"609 Betty Lou Dr, Nashville, TN 37115, United States",0,1,1
"609 Bixler Ave, Nashville, TN 37115, United States",0,1,1
"609 Brantley Ct, Nashville, TN 37013, United States",0,1,1
"609 Cathy Jo Ct, Nashville, TN 37211, United States",0,1,1
609 Cedar Ct,0,1,1
"609 Elysian Fields Rd, Nashville, TN 37211, United States",0,1,1
"609 Farview Dr, Nashville, TN 37115, United States",0,1,1
"609 Forest Pointe Pl, Nashville, TN 37013, United States",0,1,1
"609 Piccadilly Row, Nashville, TN 37013, United States",0,1,1
"609 Redbird Ct, Nashville, TN 37115, United States",0,1,1
"609 Roxanne Ct, Nashville, TN 37013, United States",0,1,1
609 S 13th St,0,1,1
"609 Troy Ct, Nashville, TN 37207, United States",0,1,1
609 Vester Ave,200,2,2
"609 Waco Dr, Nashville, TN 37209, United States",0,1,1
"609 Waterford Ct, Nashville, TN 37013, United States",0,1,1
609 n 5th st,0,1,1
610 Douglas Ave,200,2,2
610 Dunston Dr,0,1,1
"610 Green Park, Nashville, TN 37215, United States",0,1,1
610 TOBYLYNN CIR,0,1,1
"610 Woodett Dr, Nashville, TN 37211, United States",0,1,1
610 brook hollow rd,400,3,3
"6101 Bent Wood Dr, Nashville, TN 37013, United States",200,2,2
"6101 Centennial Blvd, Nashville, TN 37209, United States",0,1,1
"6101 Frontier Ct, Nashville, TN 37211, United States",0,1,1
6104 louisiana ave,0,1,1
"6106A California Ave, Nashville, TN 37209, United States",0,1,1
"6108 Firelight Trail, Nashville, TN 37013, United States",0,1,1
"6108 Jocelyn Hollow Rd, Nashville, TN 37205, United States",0,1,1
"6109 California Ave, Nashville, TN 37209, United States",200,2,2
6109 new york ave a,200,2,2
611 39th Ave N,0,1,1
"611 Alison Ct, Nashville, TN 37217, United States",400,3,3
"611 Bowling Ave, Nashville, TN 37215, United States",0,1,1
"611 Garfield St, Nashville, TN 37208, United States",0,1,1
"611 Lischey Ave, Nashville, TN 37207, United States",0,1,1
"611 N 2nd St, Nashville, TN 37207, United States",600,4,2
"611 S Wilson Blvd, Nashville, Tennessee, 37215",0,1,4
"611 Spence Enclave Way, Nashville, TN 37210, United States",0,1,1
"611 Spence Enclave Way, Nashville, Tennessee, 37210",0,1,1
611 Sue Ct,200,2,2
"6110 Dunham Springs Rd, Nashville, TN 37205, United States",0,1,1
"6111 Robertson Ave, Nashville, Tennessee, 37209",0,1,1
6112 BRESSLYN RD,0,1,1
6112 Bresslyn Rd. Nashville TN 37205,0,1,1
"6112 Frontier Ct, Nashville, TN 37211, United States",0,1,1
"6116 Bent Wood Dr, Nashville, TN 37013, United States",200,2,2
"6116 Hill Cir, Nashville, Tennessee, 37209",0,1,1
"6117 Terry Dr, Nashville, TN 37209, United States",0,1,1
"6119 Charlotte Pike, Nashville, TN 37209, United States",0,1,1
"612 Boscobel St, Nashville, TN 37206, United States",0,1,1
612 Cantrell Ave,0,1,1
"612 Cantrell Ave, Nashville, TN 37215, United States",0,1,1
"612 Chestwick Ct, Nashville, TN 37013, United States",200,2,2
612 Green Park,0,1,1
"612 Hillwood Blvd, Nashville, TN 37205, United States",600,4,1
612 Jasmin Dr,0,1,1
612 N 2nd St B,0,1,1
"612 Rochelle Dr, Nashville, TN 37220, United States",200,2,2
"612 Ronnie Rd, Nashville, TN 37115, United States",0,1,1
"612 Troy Ct, Nashville, TN 37207, United States",0,1,1
612 sue ct,400,3,3
"6124 Bent Wood Dr, Nashville, TN 37013, United States",0,1,1
"612B N 2nd St, Nashville, TN 37207, USA",0,1,1
"613 Anderson Ln, Nashville, TN 37115, United States",0,1,1
"613 BELL RIDGE TRCE, 37013",0,1,1
"613 Bell Ridge Trce, Nashville, TN 37013, United States",0,1,1
"613 Brentlawn Ct, Nashville, TN 37220, United States",0,1,1
"613 Brook Hollow Rd, Nashville, TN 37205, United States",0,1,1
613 Cedarhill Ct,200,2,2
"613 Chestwick Ct, Nashville, TN 37013, United States",0,1,1
"613 FOREST PARK CT, 37115",0,1,1
"613 Garfield St, Nashville, TN 37208, United States",0,1,1
"613 Gibson Dr, Nashville, TN 37115, United States",0,1,1
613 James Ave,400,3,3
"613 James Ave, Nashville, TN 37209, United States",0,1,1
"613 Lynnbrook Rd, Nashville, TN 37215, United States",200,2,2
"613 May Dr, Nashville, TN 37115, United States",200,2,2
"613 Summerbreeze Ln, Nashville, TN 37013, United States",0,1,1
"613 Troy Ct, Nashville, TN 37207, United States",1400,8,8
"613 Twin Oaks Ct, Nashville, TN 37211, United States",800,5,5
614 ANNEX AVE B,0,1,1
"614 Annex Ave, Nashville, TN 37209, United States",200,2,2
"614 Annex Ave, Nashville, Tennessee, 37209",0,1,1
"614 Basswood Ave, Nashville, TN 37209, United States",0,1,1
"614 Benton Ave, Nashville, TN 37204, United States",0,1,1
"614 Mc Carley Ave, Nashville, TN 37115, United States",0,1,1
"614 Paces Ferry Dr, Nashville, TN 37214, United States",0,1,1
614 Pippin Dr,0,1,1
"614 Southgate Ave, Nashville, TN 37203, United States",200,2,2
"614 Woodett Dr, Nashville, TN 37211, United States",0,1,4
614 bowling ave,0,1,1
615 39th Ave N,0,1,1
"615 Delaware Ave, Nashville, TN 37115, United States",0,1,1
615 Douglas ave,0,1,4
"615 Heritage Dr, Nashville, TN 37115, United States",400,3,3
615 James Ave,0,1,1
"615 River Rouge Dr, Nashville, TN 37209, United States",200,2,2
"615 Westover Dr, Nashville, TN 37205, United States",0,1,1
"615 Woodleigh Dr, Nashville, Tennessee, 37215",200,2,2
615 woodleigh dr,800,5,5
"616 4th Ave S, Nashville, TN 37210, United States",400,3,3
"616 Annex Ave, Nashville, TN 37209, United States",200,2,2
"616 Bel Air Dr, Nashville, TN 37217, United States",0,1,1
"616 Brook Dr, Nashville, TN 37013, United States",200,2,2
616 Eastboro Dr B,0,1,1
"616 Elaine Dr, Nashville, TN 37211, United States",0,1,1
"616 N 2nd St, Nashville, TN 37207, United States",200,2,2
"616 Neelys Bend Rd, Madison, Tennessee, 37115",0,1,1
"616 Neelys Bend Rd, Nashville, TN 37115, United States",0,1,1
"616 OLD HICKORY BLVD, 37209",0,1,1
616 Oak Forest Ln,0,1,1
"616 Oakley Dr, Nashville, TN 37220, United States",400,3,3
"616 Redbird Ct, Nashville, TN 37115, United States",0,1,1
"616 SUE DR, 37013",0,1,1
"616 Sue Dr, Nashville, TN 37013, United States",0,1,1
616 Twin Oaks Ct,0,1,1
"616 Vester Ave, Nashville, TN 37207, United States",0,1,1
"616 W Old Hickory Blvd, Nashville, TN 37115, United States",0,1,1
617 Amelia Dr,0,1,1
"617 BRIDGETTE CT, 37013",0,1,1
617 Eastboro Dr B,0,1,1
"617 Huntington Pkwy, Nashville, TN 37211, United States",600,4,4
"617 James Ave, Nashville, TN 37209, United States",1000,6,6
"617 Magnolia Ln, Nashville, TN 37211, United States",0,1,1
"617 Philwood Dr, Nashville, TN 37214, United States",0,1,1
"617 Rochelle Dr, Nashville, TN 37220, United States",200,2,2
"617 St Cloud Dr, Nashville, TN 37013, United States",0,1,1
"617 Templewood Ct, Nashville, TN 37214, United States",0,1,1
"617 Truxton Dr, Nashville, TN 37214, United States",0,1,1
"617 Twin Oaks Ct, Nashville, TN 37211, United States",0,1,1
617 Vivian Dr,0,1,1
"617 Waco Dr, Nashville, TN 37209, United States",0,1,1
617 kinsey blvd,2200,12,4
617 oak forest ln,0,1,1
618 27th Ave N,0,1,1
"618 Annex Ave, Nashville, TN 37209, United States",0,1,1
"618 Annex Ave, Nashville, Tennessee, 37209",400,3,3
"618 Elaine Dr, Nashville, TN 37211, United States",0,1,1
"618 Ries Ave, Nashville, TN 37209, United States",0,1,1
"618 Woodett Dr, Nashville, TN 37211, United States",0,1,1
"619 Anderson Ln, Nashville, TN 37115, United States",600,4,4
"619 Eastboro Dr, Nashville, Tennessee, 37209",0,1,1
"619 Philwood Dr, Nashville, TN 37214, United States",0,1,1
"619 Rowan Ct, Nashville, TN 37207, United States",0,1,1
6191 DEL SOL DR,0,1,1
6191 Del Sol Dr,0,1,1
"62 Tusculum Rd, Nashville, TN 37013, United States",0,1,1
"620 Baldwin Ct, Nashville, TN 37207, United States",0,1,1
"620 Bixler Ave, Nashville, TN 37115, United States",0,1,1
"620 Munn Ln, Nashville, TN 37214, United States",0,1,1
"620 N Stonegate Ct, Nashville, TN 37013, United States",0,1,1
"620 Oakley Dr, Nashville, TN 37220, United States",0,1,1
"620 Poplar Pl, Nashville, TN 37216, United States",0,1,1
"620 ROCHELLE DR, 37220",0,1,1
"620 Rochelle Dr, Nashville, TN 37220, United States",0,1,1
"620 Shady Ln, Nashville, TN 37206, United States",0,1,1
"620 Stockell St, Nashville, TN 37207, United States",200,2,2
"620 Summerbreeze Ln, Nashville, TN 37013, United States",0,1,1
"620 Truxton Dr, Nashville, TN 37214, United States",200,2,2
"620 W Old Hickory Blvd, Nashville, TN 37115, United States",0,1,1
"620 Watsonwood Dr, Nashville, TN 37211, United States",0,1,1
"6200 LAREDO AVE, 37209",0,1,1
6200 VOSSWOOD DR,0,1,1
"6201 DEL SOL DR, 37189",0,1,1
6201 charlotte pike,0,1,1
6201 del sol dr,0,1,1
"6202 Laredo Ave, Nashville, TN 37209, United States",0,1,1
"6203 Robertson Ave, Nashville, TN 37209, United States",200,2,2
"6204 Louisiana Ave, Nashville, TN 37209, United States",0,1,1
"6205 Freedom Dr, Nashville, TN 37209, United States",0,1,1
"6205 Mt View Rd, Nashville, TN 37013, United States",0,1,1
6205 VOSSWOOD DR,0,1,1
6205 del sol dr,0,1,1
"6207 Brownlee Dr, Nashville, TN 37205, United States",200,2,2
6207 Laredo Ave,0,1,1
"6208 Robin Hill Rd, Nashville, TN 37205, United States",0,1,1
6209 del sol dr,0,1,1
"621 Anderson Ln, Nashville, TN 37115, United States",0,1,1
"621 Brook Hollow Rd, Nashville, TN 37205, United States",200,2,2
"621 Center St, Nashville, TN 37115, United States",0,1,1
"621 Elaine Dr, Nashville, TN 37211, United States",0,1,4
"621 Malta Dr, Nashville, TN 37207, United States",0,1,1
"621 Oakley Dr, Nashville, TN 37220, United States",0,1,1
"621 St Cloud Dr, Nashville, TN 37013, United States",0,1,1
"621 Templewood Ct, Nashville, TN 37214, United States",0,1,1
"621 Westboro Dr, Nashville, TN 37209, United States",0,1,1
"621 Whispering Hills Dr, Nashville, TN 37211, United States",0,1,1
621 alison ct,0,1,1
621 tosha ct,0,1,1
"6210 Bent Wood Dr, Antioch, Tennessee, 37013",0,1,1
6210 Hickory Valley Rd,200,2,2
6211 Louisiana Ave B,0,1,1
"6212 Hickory Valley Rd, Nashville, TN 37205, United States",0,1,1
"6213 Vosswood Dr, Nashville, TN 37205, United States",0,1,1
"6214 Harding Pike, Nashville, TN 37205, United States",0,1,1
"6214 Morrow Rd, Nashville, TN 37209, United States",0,1,1
6214 Vosswood Dr,0,1,1
